ABC19980108.1830.0711_20|Nobody believe this any more .
wsj_0768_28|Those withdrawals , most of which were transferred to other T. Rowe Price funds , followed little change in the fund 's sales picture this year through August .
wsj_0768_29|' The last two months have been the whole ball game , ' says Steven Norwitz , a vice president .
PRI19980306.2000.1675_8|Karyn Coleman , BBC news , Pristina .
wsj_0752_2|After the split , the company will have more than 4.7 million shares outstanding .
wsj_0752_3|In national over-the-counter trading yesterday , AEP shares closed at $21.25 , down 50 cents .
wsj_0752_0|AEP INDUSTRIES Inc. directors authorized a 3-for-2 split of the common , payable Dec. 7 to stock of record Nov. 22 .
wsj_0752_1|The split was aimed at boosting the stock 's liquidity , said Brendan Barba , chairman of the Moonachie , N.J. , maker of plastic film products .
APW19980213.1310_5|Even in his own Cabinet , Howard is becoming increasingly isolated with his monarchist stance .
APW19980213.1310_4|` ` The Australian people are owed the opportunity of expressing an opinion on this . ' ' ` ` It would be a travesty in common sense terms of Australian democracy for that proposition not to be put to the Australian people , ' ' Howard said .
APW19980213.1310_9|Calling for an amended constitution with a new preamble , to be written by Australian poets , republican Janet Holmes a Court said , ` ` We need the smell of eucalyptus in this , and the feel of red dust . ' ' Monarchists hope to defeat the republic at the referendum .
APW19980213.1310_8|Pro-republicans hope to have an Australian president by the opening of the 2000 Olympics and the 100th anniversary of Australian federation .
APW19980501.0480_8|Intranets , through the use of Internet technology , are positioned as a platform for companies to optimise , expand and transform new channels of business .
APW19980501.0480_9|When strategically implemented , an intranet solution will provide the ability to mediate mission-critical , decision support functions in organisations .
APW19980501.0480_4|The solutions are also vital components in developing the borderless marketing flagship application which is a vital element for spearheading the development of the Multimedia Super Corridor ( MSC ) project .
APW19980501.0480_5|The application will create the necessary framework and infrastructure to support electronic commerce ( e-commerce ) initiatives in the country .
APW19980501.0480_6|However , it is important to note that installing or implementing Internet technologies for technology 's sake would not ensure instant success .
APW19980501.0480_7|For e-commerce to flourish with full-blown end-to-end business transactions , strategic planning which incorporates both business and technology plans that are complementary is necessary for an organisation to see feasible returns on investment .
APW19980501.0480_0|MALAYSIA 's aggressive move into the information age could not come in a more opportune time .
APW19980501.0480_1|With the convergence of communications and information technologies ( IT ) coupled with the coming of age for the Internet and its related technologies , the stage is set for Malaysians to seize the chance to transform into a knowledge society and become worthy opponents/players in the global market space .
APW19980501.0480_2|The Internet , the global network of computers , is now far reaching into the country - extending its embrace to include every nook and cranny of the nation - opening doors to not only a diverse range of information sources but also an exhaustive list of possibilities to create new applications which add value to people 's lives .
APW19980501.0480_3|In the business world , the Internet - through intranet and extranet solutions - has become an invaluable tool for companies to harness so as to gain a competitive edge .
wsj_0610_5|But the Memphis , Tenn. , facility wasn 't to begin turning out product until 1993 , so the decision may reveal a more pessimistic long-term outlook as well .
SJMN91-06338157_5|.
SJMN91-06338157_6|the handwriting was on the wall , ' the source said Monday . ; That , the source said , was when Sununu started calling congressional Republicans and asking them to tell Bush that the conservative wing of the party , in particular , would object if he were fired . ; Officials said the president himself met with Sununu Sunday .
SJMN91-06338157_7|A source said the outcome of that session was unclear .
wsj_0610_1|The oat-bran craze has cost the world 's largest cereal maker market share .
SJMN91-06338157_1|Instead , Sununu sought to prove to the president that his supporters outnumber his critics and that he should remain in his post . ; One senior official Monday described the White House as ' a collection of small groups of aides holding their breaths , ' waiting to see whether Sununu survives .
wsj_0610_3|And now Kellogg is indefinitely suspending work on what was to be a $1 billion cereal plant .
SJMN91-06338157_3|The source said the younger Bush ' sketched out for Sununu ' problems the president is encountering because of the chief of staff 's tenure . ; ' He was told .
wsj_0610_9|Each share point is worth about $60 million in sales .
wsj_0610_8|Led by its oat-based Cheerios line , General Mills has gained an estimated 2% share so far this year , mostly at the expense of Kellogg .
wsj_1003_8|Third-quarter sales dropped 11% to $1.27 billion from $1.43 billion a year ago .
wsj_1003_9|In composite trading on the New York Stock Exchange , Bethlehem shares rose 50 cents to $17.375 .
wsj_1003_4|In fact , he thinks several steelmakers will report actual losses through the third quarter of 1990 .
wsj_1003_5|Bethlehem , the nation 's second largest steelmaker , earned $46.9 million , or 54 cents a share .
wsj_1003_6|The figures include $15 million in costs related to a blast furnace outage and $8 million in losses from unauthorized work outages at the company 's coal operations .
wsj_1003_7|In the year-ago period , Bethlehem earned $101.4 million , or $1.27 a share , including a $3.8 million gain from early retirement of debt .
wsj_1003_0|Bethlehem Steel Corp. , hammered by higher costs and lower shipments to key automotive and service-center customers , posted a 54% drop in third-quarter profit .
wsj_1003_1|Separately , two more of the nation 's top steelmakers -- Armco Inc. and National Intergroup Inc. -- reported lower operating earnings in their steel businesses , marking what is generally believed to be the end of a two-year boom in the industry .
wsj_1003_2|Wall Street analysts expect the disappointing trend to continue into the fourth quarter and through at least the first two quarters of 1990 , when the industry will increasingly see the effect of price erosion in major product lines , such as rolled sheet used for cars , appliances and construction .
wsj_1003_3|' It does n 't bode well for coming quarters , ' said John Jacobson , who follows the steel industry for AUS Consultants .
wsj_0610_31|The company had retained the Fluor Daniel unit of Fluor Corp. as general contractor .
wsj_0612_3|Rated single-B-1 by Moody 's Investors Service Inc. and single-B-plus by Standard amp Poor 's Corp. , the issue will be sold through underwriters led by Goldman , Sachs amp Co. Hertz Corp. -- $100 million of senior notes due Nov. 1 , 2009 , priced at par to yield 9% .
wsj_0612_2|The debentures are convertible into common stock at $25 a share , representing a 24% conversion premium over Thursday 's closing price .
wsj_0612_1|capital markets , with terms and syndicate manager , as compiled by Dow Jones Capital Markets Report : @ CORPORATES Sun Microsystems Inc. -- $125 million of 6 3/8% convertible subordinated debentures due Oct. 15 , 1999 , priced at 84.90 to yield 7.51% .
wsj_0612_0|The following were among Friday 's offerings and pricings in the U.S. and non-U.S .
wsj_0612_6|@ EUROBONDS Canadian Imperial Bank of Commerce ( Canada ) -- 10 billion yen of 5.7% bonds due Nov. 17 , 1992 , priced at 101 1/4 to yield 5.75% less full fees , via LTCB International Ltd. Fees 1 3/8 .
wsj_0612_5|Rated single-A-3 by Moody 's and triple-B by SampP , the issue will be sold through underwriters led by Merrill Lynch Capital Markets .
wsj_0612_4|The issue , which is puttable back to the company in 1999 , was priced at a spread of 110 basis points above the Treasury 's 10-year note .
